article,experiment,sample,id,pairing,yi,vi,sei,ni,stimuli,condition,gen_difficulty,manip_type,present_style,word_status,memory_test,memory_type,gen_constraint,learning_type,stimuli_relation,gen_mode,gen_task,attention,pacing,filler_task,age_grp,retention_delay
999,1,1,1233,365,0.87,0.001313636,0.036244122,22,12,generate,high,within,pure,words,cued recall,item,low,incidental,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,1,1,1234,365,0.57,0.003313636,0.057564193,22,12,generate,high,within,pure,words,cued recall,item,medium,incidental,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,1,1,1235,365,0.3,0.002840909,0.053300179,22,12,read,high,within,pure,words,cued recall,item,NA,incidental,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,2,1,1236,366,0.84,0.0018375,0.04286607,24,24,generate,NA,within,pure,words,recognition,item,low,intentional,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,2,1,1237,366,0.86,0.00135,0.036742346,24,24,generate,NA,within,pure,words,recognition,item,medium,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,2,1,1238,366,0.62,0.0024,0.048989795,24,24,read,NA,within,pure,words,recognition,item,NA,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,2,1,1239,367,0.8,0.001666667,0.040824829,24,24,generate,NA,within,pure,words,recognition,source,low,intentional,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,2,1,1240,367,0.68,0.002016667,0.044907312,24,24,generate,NA,within,pure,words,recognition,source,medium,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,2,1,1241,367,0.63,0.0024,0.048989795,24,24,read,NA,within,pure,words,recognition,source,NA,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,2,1,1242,368,0.95,0.00015,0.012247449,24,24,generate,NA,within,pure,words,cued recall,item,low,incidental,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,2,1,1243,368,0.91,0.000416667,0.020412415,24,24,generate,NA,within,pure,words,cued recall,item,medium,incidental,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,2,1,1244,368,0.81,0.001066667,0.032659863,24,24,read,NA,within,pure,words,cued recall,item,NA,incidental,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,3,1,1245,369,0.8,0.002016667,0.044907312,24,24,generate,NA,within,pure,words,recognition,item,low,intentional,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,3,1,1246,369,0.84,0.000704167,0.026536139,24,24,generate,NA,within,pure,words,recognition,item,medium,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,3,1,1247,369,0.6,0.001066667,0.032659863,24,24,read,NA,within,pure,words,recognition,item,NA,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,3,1,1248,370,0.79,0.001066667,0.032659863,24,24,generate,NA,within,pure,words,recognition,source,low,intentional,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,3,1,1249,370,0.66,0.001066667,0.032659863,24,24,generate,NA,within,pure,words,recognition,source,medium,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,3,1,1250,370,0.71,0.001666667,0.040824829,24,24,read,NA,within,pure,words,recognition,source,NA,intentional,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,3,1,1251,371,0.92,0.000266667,0.016329932,24,24,generate,NA,within,pure,words,cued recall,item,low,incidental,semantic,verbal/speaking,cue only,full,self-paced,no,younger,immediate
999,3,1,1252,371,0.88,0.000416667,0.020412415,24,24,generate,NA,within,pure,words,cued recall,item,medium,incidental,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
999,3,1,1253,371,0.75,0.00135,0.036742346,24,24,read,NA,within,pure,words,cued recall,item,NA,incidental,semantic,verbal/speaking,anagram,full,self-paced,no,younger,immediate
1152,1,1,1254,624,0.82,0.00125,0.035355339,32,12,generate,NA,within,pure,words,recognition,item,medium,intentional,definitions,covert/thinking,word fragment,full,timed,yes,younger,immediate
1152,1,1,1255,624,0.55,0.0018,0.042426407,32,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,covert/thinking,word fragment,full,timed,yes,younger,immediate
1152,1,2,1256,625,0.74,0.00125,0.035355339,32,12,generate,NA,within,pure,words,recognition,item,medium,intentional,definitions,covert/thinking,word fragment,full,timed,yes,older,immediate
1152,1,2,1257,625,0.49,0.0021125,0.045961941,32,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,covert/thinking,word fragment,full,timed,yes,older,immediate
1152,2b,1,1258,626,0.87,0.000672222,0.025927249,18,12,generate,NA,within,pure,words,recognition,item,medium,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1152,2b,1,1259,626,0.61,0.0018,0.042426407,18,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1152,2b,2,1260,627,0.86,8e-04,0.028284271,18,12,generate,NA,within,pure,words,recognition,item,medium,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,older,immediate
1152,2b,2,1261,627,0.63,0.002222222,0.047140452,18,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,older,immediate
1444,1,1,1262,628,0.82,0.000527206,0.022960957,38,24,generate,low,between,pure,words,cued recall,item,high,incidental,NA,verbal/speaking,word stem,full,self-paced,no,younger,long
1444,1,2,1263,628,0.97,0.000305881,0.017489453,20,24,generate,high,between,pure,words,cued recall,item,medium,incidental,NA,verbal/speaking,word stem,full,self-paced,no,younger,long
1444,1,3,1264,628,0.65,0.00132919,0.036458057,20,24,read,low,between,pure,words,cued recall,item,NA,incidental,NA,verbal/speaking,word stem,full,self-paced,no,younger,long
1445,1,1,1265,629,0.68,0.002698288,0.051945052,24,5,generate,NA,within,pure,numbers,free recall,item,low,intentional,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,1,1,1266,629,0.38,0.002213238,0.047045067,24,5,read,NA,within,pure,numbers,free recall,item,NA,intentional,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,1,1267,630,0.55,0.00364047,0.060336307,16,5,generate,NA,within,pure,numbers,free recall,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,1,1268,630,0.42,0.002993738,0.054715064,16,5,read,NA,within,pure,numbers,free recall,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,2,1269,631,0.49,0.003459857,0.058820548,16,5,generate,NA,within,pure,numbers,free recall,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,2,1270,631,0.24,0.001353136,0.036785003,16,5,read,NA,within,pure,numbers,free recall,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1271,632,0.4,0.002824408,0.053145158,16,5,generate,NA,within,pure,numbers,free recall,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1272,632,0.1,0.000479347,0.021893984,16,5,read,NA,within,pure,numbers,free recall,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,1,1273,633,0.81,0.002080034,0.045607392,16,5,generate,NA,within,pure,numbers,recognition,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,1,1274,633,0.81,0.002080034,0.045607392,16,5,read,NA,within,pure,numbers,recognition,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,2,1275,634,0.75,0.002648745,0.05146596,16,5,generate,NA,within,pure,numbers,recognition,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,2,1276,634,0.61,0.003580413,0.059836553,16,5,read,NA,within,pure,numbers,recognition,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1277,635,0.69,0.003152726,0.05614914,16,5,generate,NA,within,pure,numbers,recognition,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1278,635,0.52,0.003579095,0.059825539,16,5,read,NA,within,pure,numbers,recognition,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1447,1,1,1279,636,0.4,0.001052282,0.032438892,20,30,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,1,1,1280,636,0.26,0.000567411,0.023820399,20,30,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,2,1,1281,637,0.32,0.000773401,0.027810082,20,30,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,2,1,1282,637,0.26,0.000567411,0.023820399,20,30,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,1,1283,638,0.37,0.001138463,0.033741112,20,15,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,1,1284,638,0.28,0.000758957,0.027549175,20,15,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,2,1285,639,0.68,0.001438378,0.037925957,20,15,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,2,1286,639,0.65,0.001521445,0.039005699,20,15,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1448,4,1,1287,640,0.355,0.001093039,0.033061142,11,24,generate,NA,within,mixed,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,1,1288,640,0.21,0.000506664,0.022509202,11,24,read,NA,within,mixed,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1289,641,0.316,0.000923976,0.03039697,11,24,generate,NA,within,mixed,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1290,641,0.228,0.000569485,0.023863877,11,24,read,NA,within,mixed,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1291,642,0.581,0.001650448,0.0406257,11,24,generate,NA,within,pure,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1292,642,0.172,0.000388052,0.019699027,11,24,read,NA,within,pure,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1293,643,0.453,0.001470038,0.03834108,11,24,generate,NA,within,pure,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1294,643,0.267,0.000718476,0.026804404,11,24,read,NA,within,pure,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,1,1295,644,0.331,0.000988995,0.031448291,11,24,generate,NA,within,mixed,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,1,1296,644,0.191,0.000444913,0.021092962,11,24,read,NA,within,mixed,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1297,645,0.313,0.000911033,0.030183317,11,24,generate,NA,within,mixed,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1298,645,0.254,0.00066703,0.025826926,11,24,read,NA,within,mixed,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1299,646,0.53,0.001635177,0.040437316,11,24,generate,NA,within,pure,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1300,646,0.204,0.000486646,0.022060053,11,24,read,NA,within,pure,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1301,647,0.412,0.001327412,0.036433664,11,24,generate,NA,within,pure,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1302,647,0.235,0.00059499,0.024392426,11,24,read,NA,within,pure,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1449,1,1,1303,648,0.56,0.001624972,0.040310946,24,12,generate,NA,within,mixed,words,NA,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1449,1,1,1304,648,0.44,0.001403131,0.037458394,24,12,read,NA,within,mixed,words,NA,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1450,1,1,1305,649,0.9,0.000568186,0.02383665,24,12,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,1,1,1306,649,0.79,0.001011987,0.031811738,24,12,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1307,650,0.88,0.000641801,0.025333789,24,12,generate,high,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1308,650,0.79,0.001011987,0.031811738,24,12,read,high,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1309,651,0.81,0.000926673,0.030441311,24,12,generate,low,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1310,651,0.56,0.001624972,0.040310946,24,12,read,low,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,3,1,1311,652,0.77,0.001096894,0.033119391,24,12,generate,high,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,3,1,1312,652,0.66,0.001494064,0.038653121,24,12,read,high,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,3,1,1313,653,0.67,0.001466363,0.038293118,24,12,generate,low,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,3,1,1314,653,0.54,0.001615723,0.040196053,24,12,read,low,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,4,1,1315,654,0.328,0.001050658,0.032413856,20,12,generate,high,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1450,4,1,1316,654,0.228,0.000613069,0.024760231,20,12,read,high,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1450,4,2,1317,655,0.407,0.001408287,0.037527147,20,12,generate,low,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1450,4,2,1318,655,0.274,0.000803978,0.028354499,20,12,read,low,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1451,1,1,1319,656,0.77,0.001252073,0.035384649,20,11,generate,low,between,pure,words,cued recall,item,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,1,2,1320,656,0.695,0.00158425,0.039802639,20,11,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,1,1,1321,657,0.909,0.000612468,0.024748082,20,11,generate,high,between,pure,words,cued recall,item,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,1,2,1322,657,0.709,0.00152836,0.039094244,20,11,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,1,1323,658,0.527,0.001830093,0.042779592,20,11,generate,low,between,pure,words,cued recall,cue word,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,2,1324,658,0.5,0.001782785,0.042223043,20,11,read,low,between,pure,words,cued recall,cue word,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,1,1325,659,0.682,0.001632594,0.040405369,20,11,generate,high,between,pure,words,cued recall,cue word,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,2,1326,659,0.523,0.00182458,0.042715102,20,11,read,high,between,pure,words,cued recall,cue word,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1452,1,1,1327,660,0.645625,0.001734968,0.041652946,12,16,generate,low,within,pure,words,cued recall,item,high,intentional,semantic,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1452,1,1,1328,660,0.28125,0.00086538,0.029417341,12,16,read,low,within,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1452,1,2,1329,661,0.208125,0.000557554,0.023612591,12,16,generate,high,within,pure,words,cued recall,item,high,intentional,unrelated,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1452,1,2,1330,661,0.265625,0.000794458,0.028186138,12,16,read,high,within,pure,words,cued recall,item,NA,intentional,unrelated,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1453,1,1,1331,662,0.58,0.001969231,0.044376016,13,10,generate,NA,within,mixed,words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,1,1,1332,662,0.35,0.001730769,0.041602515,13,10,read,NA,within,mixed,words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,1,1,1333,663,0.37,0.003076923,0.05547002,13,10,generate,NA,within,mixed,non-words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,1,1,1334,663,0.33,0.003076923,0.05547002,13,10,read,NA,within,mixed,non-words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,1,1335,664,0.69,0.002406667,0.049057789,15,10,generate,NA,between,pure,words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,2,1336,664,0.4,0.003526667,0.059385745,15,10,read,NA,between,pure,words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,1,1337,665,0.3,0.003226667,0.056803756,15,10,generate,NA,between,pure,non-words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,2,1338,665,0.28,0.000806667,0.028401878,15,10,read,NA,between,pure,non-words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1454,1,1,1339,666,0.35,0.001262154,0.035526808,20,10,generate,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,2,1340,666,0.23,0.000679359,0.026064518,20,10,read,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,1,1341,667,0.34,0.001211085,0.034800647,20,10,generate,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,2,1342,667,0.27,0.000860604,0.029336045,20,10,read,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,1,1343,668,0.36,0.001312912,0.036234126,20,10,generate,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1454,1,2,1344,668,0.29,0.000957784,0.03094809,20,10,read,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1454,1,1,1345,669,0.53,0.001926215,0.043888665,20,10,generate,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1454,1,2,1346,669,0.4,0.001508631,0.038841096,20,10,read,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1455,1,1,1347,670,0.39,0.001252182,0.035386187,20,14,generate,low,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,2,1348,670,0.3,0.000863431,0.029384201,20,14,read,low,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,1,1349,671,0.47,0.001533842,0.039164289,20,14,generate,high,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,2,1350,671,0.41,0.001332242,0.036499887,20,14,read,high,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,3,1351,672,0.9,0.000583767,0.024161265,20,14,generate,low,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,4,1352,672,0.82,0.00090851,0.030141502,20,14,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,3,1353,673,0.85,0.000780558,0.027938461,20,14,generate,high,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,4,1354,673,0.5,0.001604659,0.040058201,20,14,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,1,1355,674,0.27,0.000484403,0.022009153,40,14,generate,low,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,2,1356,674,0.31,0.000595494,0.024402753,40,14,read,low,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,1,1357,675,0.53,0.001084197,0.032927151,40,14,generate,high,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,2,1358,675,0.38,0.000795137,0.028198172,40,14,read,high,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,3,1359,676,0.71,0.001052149,0.032436844,32,14,generate,low,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,2,4,1360,676,0.48,0.001196388,0.034588846,32,14,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,2,3,1361,677,0.48,0.001196388,0.034588846,32,14,generate,high,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,2,4,1362,677,0.29,0.000629449,0.025088815,32,14,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,3,1,1363,678,0.36,0.000463475,0.021528466,72,14,generate,low,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,2,1364,678,0.47,0.000631861,0.025136844,72,14,read,low,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,1,1365,679,0.51,0.000668542,0.025856185,72,14,generate,high,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,2,1366,679,0.44,0.000593866,0.024369359,72,14,read,high,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,3,1367,680,0.96,0.000145756,0.012072947,80,14,generate,low,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,4,1368,680,0.84,0.000309642,0.017596658,80,14,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,3,1369,681,0.86,0.00027827,0.016681436,80,14,generate,high,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,4,1370,681,0.63,0.000604338,0.024583284,80,14,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,1,1371,682,0.41,0.001332242,0.036499887,20,14,generate,NA,within,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,1,1372,682,0.13,0.000282665,0.016812636,20,14,read,NA,within,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,2,1373,683,0.86,0.000739266,0.027189452,20,14,generate,NA,within,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,2,1374,683,0.48,0.001560016,0.039497043,20,14,read,NA,within,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1456,1,1,1375,684,0.569,0.001862143,0.043152551,18,12,generate,NA,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,1,1,1376,684,0.268,0.000813378,0.028519783,18,12,read,NA,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1377,685,0.592,0.002024243,0.04499159,18,10,generate,low,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1378,685,0.273,0.000914973,0.030248519,18,10,read,low,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1379,686,0.523,0.002004125,0.044767456,18,10,generate,high,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1380,686,0.24,0.000755831,0.027492386,18,10,read,high,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1457,2R,1,1381,687,0.75,0.00128866,0.035897908,16,15,generate,NA,within,mixed,words,recognition,item,medium,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1457,2R,1,1382,687,0.654,0.001648529,0.040602084,16,15,read,NA,within,mixed,words,recognition,item,NA,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1457,2R,1,1383,688,0.73,0.001375979,0.037094191,16,15,generate,NA,within,mixed,words,recognition,source,medium,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1457,2R,1,1384,688,0.71,0.001458234,0.038186828,16,15,read,NA,within,mixed,words,recognition,source,NA,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1458,2,1,1385,689,0.41,0.001082951,0.032908215,24,20,generate,NA,within,mixed,words,cued recall,item,medium,intentional,NA,verbal/speaking,word stem,full,timed,yes,younger,immediate
1458,2,1,1386,689,0.22,0.000443979,0.021070807,24,20,read,NA,within,mixed,words,cued recall,item,NA,intentional,NA,verbal/speaking,word stem,full,timed,yes,younger,immediate
1459,1,1,1387,690,0.837,0.001356694,0.036833333,36,10,generate,NA,within,mixed,words,recognition,item,medium,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
1459,1,1,1388,690,0.608,0.001521,0.039,36,10,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
1459,1,2,1389,691,0.778,0.001212121,0.034815531,33,10,generate,NA,within,mixed,words,recognition,item,medium,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
